user_id,age,income_bracket,pref_category_1,avg_spend_3mo,visit_frequency,segment_target
54436,45,Medium,Pet Store,57.69,Monthly,Medium Value
54437,40,Medium,Auto Repair,23.95,Monthly,Low Value
54438,54,High,Plumber,58.72,Daily,Low Value
54439,35,Low,Restaurant,92.61,Weekly,High Value
54440,33,Medium,Auto Repair,5.0,Monthly,Low Value
54441,19,Medium,Restaurant,75.62,Weekly,Medium Value
54442,60,Medium,Pet Store,69.07,Monthly,Medium Value
54443,32,Medium,Coffee Shop,41.1,Monthly,Medium Value
54444,37,Medium,Bakery,43.36,Monthly,Medium Value
54445,66,Low,Coffee Shop,44.48,Monthly,Medium Value
54446,59,High,Bookstore,55.16,Weekly,Medium Value
54447,35,Medium,Gym,83.41,Rarely,Low Value
54448,18,Low,Hair Salon,54.08,Weekly,Medium Value
54449,64,Low,Coffee Shop,25.88,Rarely,Low Value
54450,35,Low,Pet Store,73.45,Weekly,Medium Value
54451,44,High,Bakery,55.22,Rarely,Low Value
54452,48,Medium,Boutique,53.41,Weekly,Medium Value
54453,62,Medium,Bakery,5.0,Weekly,Low Value
54454,48,Medium,Pet Store,26.46,Monthly,Low Value
54455,27,Low,Bookstore,60.54,Monthly,Medium Value
54456,40,Medium,Coffee Shop,36.35,Rarely,Low Value
54457,66,Low,Pet Store,64.43,Monthly,Medium Value
54458,32,Medium,Gym,47.72,Weekly,Medium Value
54459,52,Medium,Bakery,5.0,Daily,Low Value
54460,28,Low,Hair Salon,16.67,Weekly,Low Value
54461,64,Medium,Pet Store,73.52,Monthly,Medium Value
54462,27,Low,Gym,53.24,Weekly,Medium Value
54463,28,Low,Auto Repair,38.37,Weekly,Medium Value
54464,50,Medium,Pet Store,31.29,Weekly,Medium Value
54465,25,Low,Hair Salon,31.71,Monthly,Medium Value
54466,36,Low,Gym,43.17,Monthly,Medium Value
54467,53,Medium,Restaurant,43.15,Weekly,Medium Value
54468,67,Medium,Coffee Shop,25.29,Monthly,Low Value
54469,21,Medium,Plumber,5.0,Daily,Low Value
54470,59,Low,Coffee Shop,23.74,Daily,Low Value
54471,32,Low,Hair Salon,78.65,Weekly,Medium Value
54472,54,Medium,Bookstore,25.45,Monthly,Low Value
54473,64,Medium,Gym,26.72,Weekly,Low Value
54474,67,High,Boutique,31.11,Monthly,Medium Value
54475,34,High,Restaurant,12.41,Weekly,Low Value
54476,35,Low,Bookstore,87.83,Daily,High Value
54477,41,Low,Gym,38.31,Rarely,Low Value
54478,36,Low,Gym,67.23,Daily,Low Value
54479,53,Medium,Pet Store,106.67,Weekly,High Value
54480,36,Low,Plumber,12.02,Weekly,Low Value
54481,68,High,Gym,52.75,Rarely,Low Value
54482,53,Low,Gym,18.29,Monthly,Low Value
54483,58,Low,Pet Store,36.27,Monthly,Medium Value
54484,63,Low,Gym,83.51,Monthly,Medium Value
54485,53,Medium,Hair Salon,20.49,Weekly,Low Value
54486,19,Medium,Hair Salon,76.82,Rarely,Low Value
54487,66,Medium,Boutique,5.0,Weekly,Low Value
54488,49,Medium,Bookstore,19.71,Daily,Low Value
54489,44,Medium,Plumber,55.2,Weekly,Medium Value
54490,50,Medium,Bakery,73.97,Rarely,Low Value
54491,51,High,Bakery,73.39,Monthly,Medium Value
54492,56,High,Bookstore,13.81,Monthly,Low Value
54493,40,Medium,Pet Store,49.02,Rarely,Low Value
54494,42,Medium,Pet Store,56.99,Weekly,Medium Value
54495,47,Low,Bookstore,38.32,Weekly,Medium Value
54496,43,High,Hair Salon,8.24,Daily,Low Value
54497,61,Medium,Bakery,20.4,Monthly,Low Value
54498,32,Low,Bakery,62.45,Daily,Low Value
54499,31,Medium,Bakery,5.0,Weekly,Low Value
54500,26,Medium,Restaurant,24.53,Rarely,Low Value
54501,54,Medium,Auto Repair,24.66,Monthly,Low Value
54502,55,Low,Restaurant,31.18,Monthly,Medium Value
54503,32,Medium,Boutique,29.48,Rarely,Low Value
54504,28,Low,Gym,5.0,Weekly,Low Value
54505,32,Medium,Restaurant,86.33,Monthly,Medium Value
54506,49,Medium,Restaurant,43.42,Rarely,Low Value
54507,41,Low,Bakery,5.0,Weekly,Low Value
54508,48,Low,Restaurant,48.02,Rarely,Low Value
54509,61,Low,Bookstore,95.17,Daily,High Value
54510,40,Low,Gym,60.84,Weekly,Medium Value
54511,56,Medium,Hair Salon,5.0,Daily,Low Value
54512,62,High,Gym,32.02,Monthly,Medium Value
54513,68,Medium,Coffee Shop,5.0,Weekly,Low Value
54514,50,Low,Boutique,5.0,Weekly,Low Value
54515,21,Low,Plumber,15.32,Monthly,Low Value
54516,64,Medium,Boutique,71.04,Monthly,Medium Value
54517,39,Low,Boutique,124.51,Rarely,Low Value
54518,29,Low,Auto Repair,18.98,Rarely,Low Value
54519,56,Medium,Boutique,77.92,Daily,Low Value
54520,35,Medium,Bookstore,120.68,Weekly,High Value
54521,39,Medium,Coffee Shop,5.0,Rarely,Low Value
54522,55,Medium,Bakery,5.0,Weekly,Low Value
54523,61,High,Boutique,5.0,Daily,Low Value
54524,57,Low,Auto Repair,53.88,Weekly,Medium Value
54525,66,Medium,Auto Repair,5.0,Weekly,Low Value
54526,29,High,Hair Salon,20.67,Weekly,Low Value
54527,57,Low,Pet Store,59.06,Monthly,Medium Value
54528,45,Medium,Pet Store,5.0,Monthly,Low Value
54529,34,Low,Restaurant,22.7,Weekly,Low Value
54530,68,Low,Plumber,15.3,Rarely,Low Value
54531,56,Medium,Plumber,49.32,Weekly,Medium Value
54532,68,Low,Gym,57.74,Weekly,Medium Value
54533,20,Low,Bookstore,31.86,Monthly,Medium Value
54534,58,Medium,Gym,44.25,Rarely,Low Value
54535,65,Low,Boutique,28.98,Daily,Low Value
54536,36,Low,Hair Salon,47.33,Weekly,Medium Value
54537,35,Medium,Gym,21.85,Rarely,Low Value
54538,39,Medium,Coffee Shop,24.77,Weekly,Low Value
54539,39,Medium,Gym,5.0,Rarely,Low Value
54540,46,High,Coffee Shop,5.0,Weekly,Low Value
54541,43,Medium,Coffee Shop,30.04,Monthly,Medium Value
54542,60,Medium,Gym,5.0,Weekly,Low Value
54543,24,Low,Hair Salon,61.47,Weekly,Medium Value
54544,21,Medium,Pet Store,11.3,Monthly,Low Value
54545,50,Low,Pet Store,74.46,Weekly,Medium Value
54546,63,High,Bakery,83.69,Rarely,Low Value
54547,26,Medium,Hair Salon,82.67,Weekly,High Value
54548,34,Low,Bookstore,34.76,Monthly,Medium Value
54549,69,Medium,Restaurant,5.0,Weekly,Low Value
54550,67,Low,Auto Repair,10.81,Daily,Low Value
54551,50,Medium,Bookstore,38.42,Weekly,Medium Value
54552,48,Low,Pet Store,82.93,Weekly,High Value
54553,57,Medium,Pet Store,58.34,Weekly,Medium Value
54554,47,Medium,Coffee Shop,34.13,Daily,Low Value
54555,21,Low,Pet Store,5.0,Daily,Low Value
54556,40,Medium,Pet Store,5.0,Weekly,Low Value
54557,34,Medium,Boutique,42.86,Weekly,Medium Value
54558,64,Low,Boutique,5.0,Weekly,Low Value
54559,38,Medium,Boutique,29.92,Rarely,Low Value
54560,61,Low,Pet Store,68.84,Monthly,Medium Value
54561,44,High,Coffee Shop,5.0,Weekly,Low Value
54562,53,High,Bookstore,55.32,Daily,Low Value
54563,41,Medium,Boutique,80.22,Weekly,High Value
54564,24,Low,Pet Store,99.85,Monthly,Medium Value
54565,39,Medium,Gym,62.19,Daily,Low Value
54566,46,Medium,Bakery,61.27,Monthly,Medium Value
54567,30,Low,Restaurant,39.68,Monthly,Medium Value
54568,42,Medium,Hair Salon,5.63,Monthly,Low Value
54569,30,Medium,Gym,12.8,Monthly,Low Value
54570,20,Medium,Boutique,99.06,Weekly,High Value
54571,37,Medium,Bookstore,35.34,Rarely,Low Value
54572,51,Medium,Plumber,12.07,Rarely,Low Value
54573,56,Medium,Bookstore,42.35,Rarely,Low Value
54574,38,Medium,Plumber,120.55,Weekly,High Value
54575,28,Medium,Bakery,58.76,Monthly,Medium Value
54576,68,Medium,Bakery,14.38,Weekly,Low Value
54577,48,High,Restaurant,10.89,Daily,Low Value
54578,69,Medium,Restaurant,26.05,Monthly,Low Value
54579,28,High,Bakery,92.43,Weekly,High Value
54580,20,Medium,Plumber,42.38,Monthly,Medium Value
54581,68,Low,Boutique,16.67,Rarely,Low Value
54582,68,Medium,Pet Store,5.0,Monthly,Low Value
54583,36,High,Coffee Shop,35.82,Rarely,Low Value
54584,28,Medium,Plumber,12.29,Weekly,Low Value
54585,46,High,Bookstore,94.67,Monthly,Medium Value
54586,49,Medium,Auto Repair,71.11,Rarely,Low Value
54587,36,Medium,Restaurant,9.78,Daily,Low Value
54588,61,High,Bookstore,75.4,Monthly,Medium Value
54589,55,Medium,Boutique,16.99,Weekly,Low Value
54590,65,Medium,Bakery,55.57,Rarely,Low Value
54591,68,Low,Bakery,85.25,Rarely,Low Value
54592,35,Medium,Plumber,14.52,Monthly,Low Value
54593,19,Medium,Auto Repair,95.21,Weekly,High Value
54594,50,Medium,Bookstore,5.0,Daily,Low Value
54595,66,Medium,Coffee Shop,5.0,Monthly,Low Value
54596,59,Medium,Bookstore,42.69,Weekly,Medium Value
54597,41,Medium,Coffee Shop,5.0,Rarely,Low Value
54598,64,Medium,Pet Store,41.97,Rarely,Low Value
54599,21,High,Bookstore,50.49,Rarely,Low Value
54600,18,Medium,Coffee Shop,41.17,Monthly,Medium Value
54601,27,Medium,Hair Salon,68.65,Rarely,Low Value
54602,21,Medium,Plumber,44.16,Monthly,Medium Value
54603,40,Medium,Restaurant,68.47,Daily,Low Value
54604,54,Low,Restaurant,15.08,Weekly,Low Value
54605,28,Low,Plumber,40.4,Monthly,Medium Value
54606,45,Low,Plumber,57.4,Daily,Low Value
54607,49,Medium,Gym,9.68,Monthly,Low Value
54608,66,High,Pet Store,79.44,Monthly,Medium Value
54609,50,Medium,Plumber,39.94,Weekly,Medium Value
54610,61,High,Boutique,8.34,Monthly,Low Value
54611,20,Medium,Gym,46.22,Monthly,Medium Value
54612,64,Medium,Auto Repair,5.0,Weekly,Low Value
54613,52,Low,Boutique,73.14,Monthly,Medium Value
54614,51,Medium,Hair Salon,5.0,Weekly,Low Value
54615,25,High,Pet Store,84.73,Monthly,Medium Value
54616,21,Low,Boutique,36.59,Rarely,Low Value
54617,36,High,Coffee Shop,5.0,Rarely,Low Value
54618,22,Low,Auto Repair,11.47,Daily,Low Value
54619,27,Low,Pet Store,12.53,Monthly,Low Value
54620,55,Medium,Boutique,26.98,Rarely,Low Value
54621,44,Medium,Pet Store,17.35,Weekly,Low Value
54622,22,Low,Coffee Shop,29.17,Daily,Low Value
54623,68,High,Pet Store,78.56,Daily,Low Value
54624,28,Medium,Gym,43.98,Monthly,Medium Value
54625,56,Medium,Plumber,51.58,Rarely,Low Value
54626,27,Medium,Hair Salon,53.71,Weekly,Medium Value
54627,47,High,Bookstore,51.96,Daily,Low Value
54628,53,High,Coffee Shop,43.26,Rarely,Low Value
54629,38,Medium,Hair Salon,5.0,Weekly,Low Value
54630,42,Medium,Bakery,59.03,Weekly,Medium Value
54631,21,Medium,Coffee Shop,37.68,Weekly,Medium Value
54632,48,Medium,Bakery,71.49,Monthly,Medium Value
54633,68,Medium,Boutique,5.0,Monthly,Low Value
54634,37,Medium,Bookstore,115.27,Monthly,Medium Value
54635,24,Medium,Plumber,39.57,Rarely,Low Value
54636,46,Low,Plumber,67.8,Monthly,Medium Value
54637,41,Low,Boutique,35.5,Daily,Low Value
54638,49,Medium,Gym,36.88,Monthly,Medium Value
54639,29,Medium,Auto Repair,31.57,Monthly,Medium Value
54640,28,Medium,Hair Salon,53.63,Daily,Low Value
54641,50,High,Pet Store,88.14,Weekly,High Value
54642,55,Low,Auto Repair,40.33,Weekly,Medium Value
54643,68,Medium,Boutique,51.29,Monthly,Medium Value
54644,54,Medium,Gym,46.96,Daily,Low Value
54645,67,Low,Auto Repair,17.71,Weekly,Low Value
54646,35,Medium,Bakery,16.06,Weekly,Low Value
54647,66,Medium,Bakery,28.63,Rarely,Low Value
54648,36,Medium,Gym,81.84,Weekly,High Value
54649,24,Medium,Plumber,26.36,Weekly,Low Value
54650,60,High,Bakery,29.82,Weekly,Low Value
54651,42,Medium,Restaurant,33.98,Daily,Low Value
54652,22,Low,Coffee Shop,41.45,Weekly,Medium Value
54653,20,High,Gym,27.2,Monthly,Low Value
54654,46,High,Plumber,88.73,Daily,High Value
54655,44,Low,Hair Salon,5.0,Weekly,Low Value
54656,19,High,Hair Salon,44.57,Monthly,Medium Value
54657,21,Medium,Bakery,35.31,Rarely,Low Value
54658,33,Medium,Bookstore,16.44,Monthly,Low Value
54659,19,Medium,Gym,74.13,Daily,Low Value
54660,19,Medium,Restaurant,35.6,Monthly,Medium Value
54661,30,High,Bakery,5.0,Daily,Low Value
54662,37,High,Gym,51.38,Weekly,Medium Value
54663,62,Medium,Auto Repair,73.59,Rarely,Low Value
54664,19,Low,Boutique,59.53,Monthly,Medium Value
54665,33,Low,Bakery,10.59,Monthly,Low Value
54666,30,Low,Pet Store,32.49,Daily,Low Value
54667,22,High,Restaurant,66.81,Monthly,Medium Value
54668,49,High,Boutique,43.32,Weekly,Medium Value
54669,19,High,Coffee Shop,43.04,Rarely,Low Value
54670,39,Medium,Pet Store,15.97,Rarely,Low Value
54671,64,High,Restaurant,104.16,Weekly,High Value
54672,34,Medium,Hair Salon,43.6,Rarely,Low Value
54673,63,Low,Boutique,7.21,Daily,Low Value
54674,43,Low,Coffee Shop,37.73,Weekly,Medium Value
54675,28,High,Gym,60.74,Rarely,Low Value
54676,44,High,Gym,20.47,Daily,Low Value
54677,49,High,Boutique,27.78,Weekly,Low Value
54678,23,Low,Bookstore,30.87,Monthly,Medium Value
54679,37,Low,Plumber,10.99,Monthly,Low Value
54680,62,Low,Hair Salon,32.51,Rarely,Low Value
54681,32,Medium,Gym,5.0,Weekly,Low Value
54682,49,Medium,Auto Repair,43.16,Rarely,Low Value
54683,24,Medium,Pet Store,17.76,Weekly,Low Value
54684,59,High,Boutique,63.52,Rarely,Low Value
54685,62,Medium,Pet Store,46.61,Monthly,Medium Value
54686,52,Medium,Bookstore,28.97,Monthly,Low Value
54687,35,Medium,Coffee Shop,47.67,Weekly,Medium Value
54688,19,High,Boutique,5.0,Rarely,Low Value
54689,46,Low,Hair Salon,58.26,Weekly,Medium Value
54690,28,Medium,Bakery,15.43,Monthly,Low Value
54691,57,Medium,Hair Salon,90.15,Weekly,High Value
54692,69,Low,Gym,79.93,Monthly,Medium Value
54693,42,High,Gym,48.94,Rarely,Low Value
54694,19,Low,Pet Store,5.0,Monthly,Low Value
54695,47,Medium,Restaurant,26.36,Monthly,Low Value
54696,41,Medium,Hair Salon,39.89,Weekly,Medium Value
54697,29,Medium,Gym,80.27,Monthly,Medium Value
54698,46,Low,Plumber,40.34,Monthly,Medium Value
54699,55,Medium,Bakery,44.75,Weekly,Medium Value
54700,44,Medium,Hair Salon,36.15,Monthly,Medium Value
54701,44,Medium,Boutique,15.35,Monthly,Low Value
54702,46,Medium,Boutique,71.85,Weekly,Medium Value
54703,35,Medium,Coffee Shop,71.23,Monthly,Medium Value
54704,42,High,Bakery,13.34,Monthly,Low Value
54705,49,Medium,Coffee Shop,5.92,Weekly,Low Value
54706,30,Low,Auto Repair,27.33,Weekly,Low Value
54707,54,Medium,Auto Repair,21.15,Monthly,Low Value
54708,44,Medium,Plumber,12.08,Monthly,Low Value
54709,29,Low,Gym,44.15,Monthly,Medium Value
54710,28,Low,Auto Repair,13.94,Monthly,Low Value
54711,63,Medium,Bakery,22.62,Monthly,Low Value
54712,33,Low,Bookstore,36.66,Weekly,Medium Value
54713,33,Low,Gym,5.0,Weekly,Low Value
54714,65,Low,Bookstore,43.85,Monthly,Medium Value
54715,61,High,Gym,13.56,Monthly,Low Value
54716,63,Medium,Bookstore,47.07,Rarely,Low Value
54717,55,Low,Coffee Shop,56.85,Weekly,Medium Value
54718,49,Medium,Restaurant,36.13,Weekly,Medium Value
54719,58,Low,Hair Salon,39.85,Rarely,Low Value
54720,27,Medium,Bookstore,55.53,Monthly,Medium Value
54721,62,Low,Gym,85.03,Monthly,Medium Value
54722,59,Medium,Bookstore,99.49,Rarely,Low Value
54723,61,Low,Bakery,10.42,Weekly,Low Value
54724,25,Medium,Hair Salon,31.9,Weekly,Medium Value
54725,22,Low,Coffee Shop,16.86,Weekly,Low Value
54726,58,Medium,Auto Repair,53.66,Weekly,Medium Value
54727,69,Medium,Restaurant,33.2,Monthly,Medium Value
54728,66,Low,Boutique,41.19,Weekly,Medium Value
54729,25,High,Boutique,5.0,Monthly,Low Value
54730,60,Medium,Gym,26.85,Monthly,Low Value
54731,47,Medium,Pet Store,5.0,Rarely,Low Value
54732,58,Medium,Boutique,63.73,Monthly,Medium Value
54733,35,Medium,Bookstore,50.64,Daily,Low Value
54734,24,Medium,Gym,16.52,Daily,Low Value
54735,64,Medium,Bookstore,76.9,Monthly,Medium Value
54736,36,High,Bookstore,12.53,Weekly,Low Value
54737,59,Medium,Bookstore,64.29,Monthly,Medium Value
54738,54,Medium,Restaurant,43.29,Weekly,Medium Value
54739,36,Low,Restaurant,5.0,Weekly,Low Value
54740,44,Low,Bakery,61.13,Weekly,Medium Value
54741,42,Medium,Boutique,44.12,Daily,Low Value
54742,43,Low,Boutique,71.06,Monthly,Medium Value
54743,59,Medium,Bakery,37.12,Rarely,Low Value
54744,18,Low,Auto Repair,49.93,Monthly,Medium Value
54745,30,High,Plumber,68.94,Monthly,Medium Value
54746,30,High,Hair Salon,41.35,Rarely,Low Value
54747,65,Low,Restaurant,5.0,Daily,Low Value
54748,62,Low,Hair Salon,54.56,Monthly,Medium Value
54749,68,Low,Pet Store,52.78,Monthly,Medium Value
54750,67,Medium,Auto Repair,25.72,Rarely,Low Value
54751,61,Low,Auto Repair,28.07,Monthly,Low Value
54752,24,Medium,Plumber,63.56,Weekly,Medium Value
54753,33,Low,Plumber,5.0,Rarely,Low Value
54754,59,High,Boutique,44.16,Monthly,Medium Value
54755,62,High,Plumber,61.61,Weekly,Medium Value
54756,62,Medium,Hair Salon,30.39,Monthly,Medium Value
54757,24,Medium,Pet Store,80.62,Monthly,Medium Value
54758,68,Low,Bakery,16.43,Weekly,Low Value
54759,42,Medium,Pet Store,65.99,Monthly,Medium Value
54760,27,High,Bakery,83.02,Weekly,High Value
54761,68,Low,Restaurant,20.96,Daily,Low Value
54762,52,Low,Bakery,93.5,Daily,High Value
54763,25,Medium,Bookstore,32.49,Monthly,Medium Value
54764,38,Medium,Auto Repair,8.93,Daily,Low Value
54765,49,Medium,Auto Repair,61.38,Daily,Low Value
54766,68,Medium,Coffee Shop,75.65,Weekly,Medium Value
54767,47,Medium,Gym,19.82,Daily,Low Value
54768,32,Medium,Boutique,42.91,Weekly,Medium Value
54769,59,Medium,Plumber,26.94,Monthly,Low Value
54770,22,Medium,Coffee Shop,64.33,Weekly,Medium Value
54771,68,Medium,Coffee Shop,5.0,Weekly,Low Value
54772,58,High,Plumber,83.02,Weekly,High Value
54773,40,Medium,Restaurant,57.75,Weekly,Medium Value
54774,69,Medium,Coffee Shop,71.81,Weekly,Medium Value
54775,45,High,Plumber,40.9,Monthly,Medium Value
54776,39,Medium,Bookstore,8.91,Weekly,Low Value
54777,48,Medium,Plumber,96.11,Monthly,Medium Value
54778,47,Medium,Boutique,5.0,Weekly,Low Value
54779,50,Medium,Coffee Shop,52.17,Weekly,Medium Value
54780,18,Medium,Hair Salon,31.97,Rarely,Low Value
54781,21,Low,Bookstore,30.58,Monthly,Medium Value
54782,23,Medium,Auto Repair,45.68,Weekly,Medium Value
54783,54,High,Gym,61.15,Rarely,Low Value
54784,52,Low,Pet Store,36.3,Weekly,Medium Value
54785,59,Medium,Bakery,30.27,Monthly,Medium Value
54786,35,Low,Auto Repair,92.18,Rarely,Low Value
54787,59,Medium,Bookstore,32.24,Monthly,Medium Value
54788,57,Low,Bakery,57.32,Monthly,Medium Value
54789,19,Medium,Gym,5.0,Monthly,Low Value
54790,56,Medium,Coffee Shop,37.64,Monthly,Medium Value
54791,64,Medium,Boutique,53.6,Weekly,Medium Value
54792,50,Low,Coffee Shop,43.57,Weekly,Medium Value
54793,67,Medium,Coffee Shop,47.33,Daily,Low Value
54794,37,Medium,Hair Salon,5.0,Weekly,Low Value
54795,69,Low,Auto Repair,38.78,Monthly,Medium Value
54796,23,Medium,Pet Store,45.96,Daily,Low Value
54797,34,High,Bookstore,58.74,Weekly,Medium Value
54798,65,Medium,Coffee Shop,17.93,Monthly,Low Value
54799,69,Medium,Gym,58.82,Weekly,Medium Value
54800,29,Low,Coffee Shop,33.46,Weekly,Medium Value
54801,61,Low,Coffee Shop,5.0,Rarely,Low Value
54802,27,Low,Restaurant,84.8,Rarely,Low Value
54803,34,Medium,Restaurant,5.0,Weekly,Low Value
54804,35,Low,Boutique,72.92,Monthly,Medium Value
54805,31,Low,Hair Salon,22.5,Monthly,Low Value
54806,35,Low,Bakery,42.01,Weekly,Medium Value
54807,48,Low,Restaurant,93.7,Monthly,Medium Value
54808,40,Medium,Pet Store,25.58,Daily,Low Value
54809,32,Medium,Hair Salon,37.96,Daily,Low Value
54810,21,Low,Coffee Shop,54.98,Weekly,Medium Value
54811,67,Low,Restaurant,44.05,Monthly,Medium Value
54812,30,Low,Hair Salon,28.23,Monthly,Low Value
54813,18,Medium,Coffee Shop,33.56,Weekly,Medium Value
54814,57,Low,Bookstore,43.7,Monthly,Medium Value
54815,19,Medium,Hair Salon,68.32,Daily,Low Value
54816,37,Medium,Plumber,22.61,Daily,Low Value
54817,19,Medium,Gym,41.58,Monthly,Medium Value
54818,34,Low,Bookstore,78.92,Daily,Low Value
54819,47,Medium,Bookstore,61.16,Weekly,Medium Value
54820,46,Medium,Gym,45.87,Monthly,Medium Value
54821,53,Low,Boutique,5.0,Weekly,Low Value
54822,37,Low,Restaurant,5.0,Weekly,Low Value
54823,39,Medium,Auto Repair,43.78,Monthly,Medium Value
54824,54,High,Boutique,5.0,Weekly,Low Value
54825,47,Medium,Gym,64.87,Weekly,Medium Value
54826,54,Low,Pet Store,80.23,Monthly,Medium Value
54827,52,Low,Restaurant,57.82,Rarely,Low Value
54828,39,High,Plumber,18.58,Monthly,Low Value
54829,21,Low,Hair Salon,37.88,Daily,Low Value
54830,63,Low,Bakery,52.86,Rarely,Low Value
54831,54,Medium,Pet Store,22.15,Monthly,Low Value
54832,52,Medium,Boutique,53.61,Rarely,Low Value
54833,25,Medium,Boutique,53.22,Monthly,Medium Value
54834,39,Low,Pet Store,37.42,Monthly,Medium Value
54835,62,Medium,Auto Repair,55.03,Monthly,Medium Value
54836,56,High,Pet Store,24.63,Rarely,Low Value
54837,45,Medium,Hair Salon,53.36,Weekly,Medium Value
54838,26,High,Restaurant,60.79,Daily,Low Value
54839,69,Low,Restaurant,80.53,Monthly,Medium Value
54840,43,High,Plumber,45.99,Weekly,Medium Value
54841,56,High,Coffee Shop,39.04,Daily,Low Value
54842,50,Medium,Coffee Shop,100.35,Rarely,Low Value
54843,57,Low,Coffee Shop,12.36,Monthly,Low Value
54844,49,Low,Restaurant,91.46,Weekly,High Value
54845,24,Medium,Bookstore,21.22,Monthly,Low Value
54846,58,Medium,Bakery,43.86,Weekly,Medium Value
54847,63,Low,Bookstore,78.72,Weekly,Medium Value
54848,44,Medium,Gym,25.41,Monthly,Low Value
54849,31,Medium,Boutique,49.49,Weekly,Medium Value
54850,30,Low,Bookstore,73.93,Weekly,Medium Value
54851,42,High,Boutique,12.9,Weekly,Low Value
54852,43,Low,Bakery,5.0,Monthly,Low Value
54853,61,Low,Plumber,55.82,Rarely,Low Value
54854,22,Low,Pet Store,59.37,Daily,Low Value
54855,24,High,Bakery,20.25,Rarely,Low Value
54856,20,Low,Gym,44.17,Rarely,Low Value
54857,25,Low,Restaurant,11.09,Daily,Low Value
54858,66,Medium,Bakery,30.16,Monthly,Medium Value
54859,42,Low,Gym,24.93,Daily,Low Value
54860,58,Medium,Bookstore,39.33,Weekly,Medium Value
54861,59,Medium,Plumber,50.26,Monthly,Medium Value
54862,42,Medium,Bookstore,48.42,Daily,Low Value
54863,30,High,Bakery,21.73,Rarely,Low Value
54864,26,High,Gym,39.19,Daily,Low Value
54865,22,Medium,Restaurant,15.33,Weekly,Low Value
54866,43,Low,Pet Store,5.0,Rarely,Low Value
54867,57,Medium,Coffee Shop,47.47,Weekly,Medium Value
54868,58,Medium,Coffee Shop,78.67,Rarely,Low Value
54869,40,Medium,Bookstore,25.06,Weekly,Low Value
54870,36,Low,Boutique,14.54,Weekly,Low Value
54871,21,High,Pet Store,55.51,Monthly,Medium Value
54872,30,Medium,Pet Store,29.34,Monthly,Low Value
54873,36,Low,Hair Salon,5.0,Weekly,Low Value
54874,49,High,Boutique,11.27,Monthly,Low Value
54875,66,Medium,Bookstore,100.64,Daily,High Value
54876,49,Medium,Restaurant,80.91,Daily,High Value
54877,19,Low,Coffee Shop,53.65,Rarely,Low Value
54878,58,Medium,Bookstore,50.73,Daily,Low Value
54879,24,Medium,Plumber,52.1,Weekly,Medium Value
54880,45,Medium,Plumber,37.23,Weekly,Medium Value
54881,49,Low,Boutique,66.02,Monthly,Medium Value
54882,39,Medium,Coffee Shop,5.0,Weekly,Low Value
54883,64,Medium,Restaurant,69.36,Weekly,Medium Value
54884,30,High,Pet Store,27.99,Rarely,Low Value
54885,31,Low,Pet Store,6.29,Daily,Low Value
54886,30,Medium,Coffee Shop,101.1,Monthly,Medium Value
54887,27,Medium,Coffee Shop,5.0,Weekly,Low Value
54888,26,Medium,Bookstore,37.95,Rarely,Low Value
54889,52,Medium,Pet Store,26.46,Weekly,Low Value
54890,42,Medium,Pet Store,5.0,Weekly,Low Value
54891,42,Low,Pet Store,20.87,Daily,Low Value
54892,61,Low,Restaurant,35.9,Daily,Low Value
54893,43,High,Gym,70.98,Weekly,Medium Value
54894,36,High,Auto Repair,27.32,Monthly,Low Value
54895,26,Medium,Auto Repair,34.05,Rarely,Low Value
54896,34,Low,Plumber,20.69,Weekly,Low Value
54897,58,Medium,Auto Repair,22.94,Weekly,Low Value
54898,49,Low,Boutique,34.6,Monthly,Medium Value
54899,21,High,Plumber,72.48,Monthly,Medium Value
54900,25,Medium,Bakery,27.94,Daily,Low Value
54901,59,Low,Boutique,48.45,Rarely,Low Value
54902,28,Medium,Auto Repair,73.43,Monthly,Medium Value
54903,66,Medium,Hair Salon,24.81,Weekly,Low Value
54904,62,High,Gym,75.49,Monthly,Medium Value
54905,36,High,Restaurant,90.94,Rarely,Low Value
54906,48,Low,Restaurant,85.07,Weekly,High Value
54907,65,Medium,Gym,28.24,Daily,Low Value
54908,24,Medium,Coffee Shop,55.88,Rarely,Low Value
54909,21,Medium,Bakery,39.86,Weekly,Medium Value
54910,35,Medium,Coffee Shop,26.15,Monthly,Low Value
54911,52,Medium,Hair Salon,43.81,Weekly,Medium Value
54912,66,Medium,Plumber,31.6,Weekly,Medium Value
54913,29,Medium,Pet Store,58.49,Weekly,Medium Value
54914,26,Medium,Hair Salon,109.04,Rarely,Low Value
54915,18,Medium,Bookstore,5.0,Weekly,Low Value
54916,57,High,Plumber,71.47,Monthly,Medium Value
54917,34,Medium,Pet Store,8.37,Weekly,Low Value
54918,38,Low,Hair Salon,50.06,Daily,Low Value
54919,43,Medium,Restaurant,16.58,Rarely,Low Value
54920,59,Low,Hair Salon,5.0,Weekly,Low Value
54921,69,Medium,Restaurant,61.5,Rarely,Low Value
54922,61,High,Hair Salon,25.3,Monthly,Low Value
54923,23,Medium,Hair Salon,58.06,Monthly,Medium Value
54924,26,Medium,Bookstore,5.0,Weekly,Low Value
54925,39,Medium,Bakery,43.84,Weekly,Medium Value
54926,68,High,Bookstore,48.2,Rarely,Low Value
